year,birth_country,race,sex,family_size,age_1stchild,evpoverty,income,networth,empstatus
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"23","No",65000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",143000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",20000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",54000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",99000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",125000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",150000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",4500,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",47800,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"29","No",70000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"19","No",39000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",62000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"28","No",108000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"31","No",46000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",78000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"18","No",65000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","No",43000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"22","No",75000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"34","No",30000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"40","No",78000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",72000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",75000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",40000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"28","No",1200,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"40","No",70000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",300,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"36","No",51500,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"23","No",53000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"40","No",68000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"32","No",60000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",31000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",41298,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"23","No",68000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"35","No",51000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",13500,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"23","No",7000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",-1,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"20","No",45000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","No",51400,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",312324,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",-2,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"21","No",56300,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",55000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"43","No",102000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",-1,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"No children yet","No",60000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"23","No",75000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",24000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","No",84000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",34000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"22","No",51000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",70000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"28","No",48500,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",9000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"23","No",51000,,""
2010,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",62000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",43500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"25","No",27500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"17","No",31500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"30","Yes",36000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"31","No",39000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"19","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"30","No",45000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"29","No",25000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"31","No",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"37","No",75000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"43","No",1600,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"37","No",105000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"26","Yes",21000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"21","No",42000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"31","No",27000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"32","No",120000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"28","",-2,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"27","No",71000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"39","No",-2,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"45","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"33","Yes",36000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"29","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","Yes",19000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"26","No",73000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"18","Yes",28000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","Yes",49000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"27","No",-2,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"33","No",60000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"36","No",95000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"26","No",52000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"31","No",40000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",7,"26","No",65000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"29","No",56000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"30","No",70,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"26","No",10000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"28","Yes",75000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"34","No",58000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"22","No",58000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"22","No",9500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"23","No",43000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"30","No",55000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"28","No",78000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","Yes",17000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"28","No",54000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","Yes",12000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"32","No",15000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"31","Yes",105000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"26","No",16000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",5000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"26","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"26","No",14872,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"37","No",95000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"24","Yes",15000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"31","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",50000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"29","Yes",32000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"24","Yes",35000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"18","Yes",43000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"26","No",41000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"27","Yes",99900,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"25","No",39000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",7000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"29","Yes",20000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"21","Yes",14000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"19","Yes",2000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"18","Yes",20000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"34","Yes",15000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"21","Yes",48000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"37","No",-1,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"30","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"32","Yes",62000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"18","Yes",24500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"33","Yes",93000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"22","Yes",23000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"17","Yes",18200,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"18","Yes",16000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"23","No",-2,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"20","No",-1,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"20","No",27000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"31","No",52000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"30","No",3000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"32","No",88000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"27","Yes",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"25","Yes",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",118000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"36","No",70000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"27","No",40000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"37","No",65000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"26","No",49000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"28","No",84000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"31","Yes",26000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"18","Yes",22000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",7,"24","No",32500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"27","No",50000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"24","No",40000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","Yes",21000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"35","No",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"25","Yes",25000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",68000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"20","No",51000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"18","Yes",15800,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",86000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"21","Yes",49000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"23","No",13000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"24","Yes",20000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",8000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"25","Yes",43000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"43","Yes",43000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"22","Yes",20000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"31","No",45000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"35","No",48000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"23","Yes",22000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",76000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"17","Yes",28000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","No",8000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"35","Yes",-2,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"28","Yes",15000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",9,"20","Yes",5000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"15","Yes",15000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"26","Yes",40000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"26","Yes",42000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",100000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"14","Yes",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"36","Yes",36000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","Yes",20062,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","No",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"28","No",85000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"20","Yes",19000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"25","Yes",33000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"31","No",34900,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"15","Yes",32000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"20","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"16","Yes",-2,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"33","No",3600,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"18","No",38500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"24","Yes",18000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"24","Yes",3000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"19","Yes",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"23","Yes",28000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"28","No",36000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"22","No",56500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","Yes",22000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"21","Yes",26000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"33","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"28","Yes",32000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"29","",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","",19000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",12,"25","Yes",8000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"40","No",35000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",72000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"27","Yes",43000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"36","No",59900,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"24","No",24000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"16","Yes",-2,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"15","Yes",2500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"22","No",28000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"21","Yes",24000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"23","No",65000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"40","No",45000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",18000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","No",42000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"35","No",67000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"18","Yes",15000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"19","Yes",26500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",9000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"20","No",35000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"35","Yes",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"33","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"21","No",51000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"20","Yes",18000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"30","No",52000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"43","No",65000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"22","Yes",18500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"28","No",9500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"25","No",55000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"23","Yes",34000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"23","Yes",70000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"17","Yes",4600,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",25000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"27","No",52000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","No",36000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"24","Yes",1500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"20","Yes",20000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"18","Yes",26000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"26","Yes",35000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","Yes",23000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"23","Yes",15000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","Yes",29000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"18","Yes",67000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"20","No",48000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",50000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",20000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",35000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","Yes",1200,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",52000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"36","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","Yes",-1,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",58000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"24","No",32000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",32000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",5000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",62000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"22","No",34000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","Yes",35000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",53500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",105000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",5000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",85000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",61000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","Yes",36000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"22","No",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"34","No",125000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",-1,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"35","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"36","No",32000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","No",236000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",30700,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"20","Yes",39000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",80000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","Yes",40000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","Yes",71000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","Yes",7000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"19","Yes",29000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"22","Yes",13000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"24","No",48000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",15000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"33","No",26000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",21000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","No",71000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",30000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",28500,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"31","Yes",80000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"33","No",70000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",42000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"34","No",55000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",5000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",82000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",70000,,""
2002,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",-2,,""
