name,city,predominantdegree,highestdegreegranted,meanearnings7yrs,meanearnings8yrs,meanearnings9yrs,year,undergraduateenrollment
"National Massage Therapy Institute","Philadelphia","Certificate degree","Predominantly certificate-degree granting",,,,2010,772
"National Massage Therapy Institute","Philadelphia","Certificate degree","Predominantly certificate-degree granting",,,,2011,769
"National Massage Therapy Institute","Philadelphia","Certificate degree","Predominantly certificate-degree granting",,,,2008,240
"National Massage Therapy Institute","Philadelphia","Certificate degree","Predominantly certificate-degree granting",,,,2007,162
"National Personal Training Institute of Colorado","Colorado Springs","Certificate degree","Predominantly certificate-degree granting",,,,2013,53
"National Personal Training Institute of Colorado","Lakewood","Certificate degree","Predominantly certificate-degree granting",,,,2013,125
"National Personal Training Institute of Colorado","Lakewood","Certificate degree","Predominantly certificate-degree granting",,,,2012,98
"National Polytechnic College","Commerce","Certificate degree","Predominantly certificate-degree granting",,,,2009,74
"National Polytechnic College","Commerce","Certificate degree","Predominantly certificate-degree granting",,,,2011,311
"National Polytechnic College","Commerce","Certificate degree","Predominantly certificate-degree granting",,,,2012,299
"National Polytechnic College","Commerce","Certificate degree","Predominantly certificate-degree granting",,,,2008,84
"National Polytechnic College","Commerce","Certificate degree","Predominantly certificate-degree granting",,,,2010,305
"National Polytechnic College","Commerce","Certificate degree","Predominantly certificate-degree granting",,,,2007,93
"National Polytechnic College","Commerce","Certificate degree","Predominantly certificate-degree granting",,,,2013,256
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2010,91
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2007,83
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2013,58
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2009,96
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2006,85
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2011,64
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2012,85
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2008,69
"Neighborhood Playhouse School of the Theater","New York City","Certificate degree","Predominantly certificate-degree granting",,,,2005,87
"New Age Training","NEW YORK","Certificate degree","Predominantly certificate-degree granting",,,,2010,98
"New Age Training","NEW YORK","Certificate degree","Predominantly certificate-degree granting",,,,2012,93
"New Age Training","NEW YORK","Certificate degree","Predominantly certificate-degree granting",,,,2011,48
"New Age Training","NEW YORK","Certificate degree","Predominantly certificate-degree granting",,,,2013,120
"New Age Training","NEW YORK","Certificate degree","Predominantly certificate-degree granting",,,,2009,93
"New Age Training","NEW YORK","Certificate degree","Predominantly certificate-degree granting",,,,2008,38
"New Beginning College of Cosmetology","ALBERTVILLE","Certificate degree","Predominantly certificate-degree granting",,,,2013,108
"New Beginning College of Cosmetology","ALBERTVILLE","Certificate degree","Predominantly certificate-degree granting",,,,2012,40
"NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER","NEWARK","Certificate degree","Predominantly certificate-degree granting",,,,2006,292
"New Concept Massage and Beauty School","Miami","Certificate degree","Predominantly certificate-degree granting",,,,2008,51
"New Concept Massage and Beauty School","Miami","Certificate degree","Predominantly certificate-degree granting",,,,2007,20
"New Concept Massage and Beauty School","Miami","Certificate degree","Predominantly certificate-degree granting",,,,2013,41
"New Concept Massage and Beauty School","Miami","Certificate degree","Predominantly certificate-degree granting",,,,2006,28
"New Concept Massage and Beauty School","Miami","Certificate degree","Predominantly certificate-degree granting",,,,2005,111
"New Concept Massage and Beauty School","Miami","Certificate degree","Predominantly certificate-degree granting",,,,2010,20
"New Concepts School of Cosmetology","Cleveland","Certificate degree","Predominantly certificate-degree granting",,,,2011,51
"New Concepts School of Cosmetology","Cleveland","Certificate degree","Predominantly certificate-degree granting",,,,2008,52
"New Concepts School of Cosmetology","Cleveland","Certificate degree","Predominantly certificate-degree granting",,,,2007,42
"New Concepts School of Cosmetology","Cleveland","Certificate degree","Predominantly certificate-degree granting",,,,2010,54
"New Concepts School of Cosmetology","Cleveland","Certificate degree","Predominantly certificate-degree granting",,,,2012,60
"New Concepts School of Cosmetology","Cleveland","Certificate degree","Predominantly certificate-degree granting",,,,2009,36
"New Concepts School of Cosmetology","Cleveland","Certificate degree","Predominantly certificate-degree granting",,,,2013,116
"New Dimensions Beauty Academy Inc","Parker","Certificate degree","Predominantly certificate-degree granting",,,,2013,40
"New Dimensions School of Hair Design","Joplin","Certificate degree","Predominantly certificate-degree granting",,,,2006,55
"New Dimensions School of Hair Design","Joplin","Certificate degree","Predominantly certificate-degree granting",,,,2010,51
"New Dimensions School of Hair Design","Joplin","Certificate degree","Predominantly certificate-degree granting",,,,2011,37
"New Dimensions School of Hair Design","Joplin","Certificate degree","Predominantly certificate-degree granting",,,,2005,38
"New Dimensions School of Hair Design","Joplin","Certificate degree","Predominantly certificate-degree granting",,,,2008,32
"New Dimensions School of Hair Design","Joplin","Certificate degree","Predominantly certificate-degree granting",,,,2009,42
"New Dimensions School of Hair Design","Joplin","Certificate degree","Predominantly certificate-degree granting",,,,2007,38
"NEW DIRECTIONS HAIR ACADEMY","NASHVILLE","Certificate degree","Predominantly certificate-degree granting",,,,2006,156
"NEW DIRECTIONS HAIR ACADEMY-THE BEAUTY INSTITUTE","Memphis","Certificate degree","Predominantly certificate-degree granting",,,,2006,194
"NEW ENGLAND HAIR ACADEMY","Malden","Certificate degree","Predominantly certificate-degree granting",,,,2010,172
"NEW ENGLAND HAIR ACADEMY","Malden","Certificate degree","Predominantly certificate-degree granting",,,,2009,153
"NEW ENGLAND HAIR ACADEMY","Malden","Certificate degree","Predominantly certificate-degree granting",,,,2008,161
"New England School of Hair Design","West Lebanon","Certificate degree","Predominantly certificate-degree granting",,,,2010,62
"New England School of Hair Design","West Lebanon","Certificate degree","Predominantly certificate-degree granting",,,,2012,54
"NEW ENGLAND SCHOOL OF RADIOLOGIC TECHNOLOGY","RUTLAND","Certificate degree","Predominantly certificate-degree granting",,,,2006,8
"New England Tractor Trailer Training School of Rhode Island","PAWTUCKET","Certificate degree","Predominantly certificate-degree granting",,,,2007,303
"New England Tractor Trailer Training School of Rhode Island","PAWTUCKET","Certificate degree","Predominantly certificate-degree granting",,,,2008,533
"New England Tractor Trailer Training School of Rhode Island","PAWTUCKET","Certificate degree","Predominantly certificate-degree granting",,,,2009,416
"New England Tractor Trailer Training School of Rhode Island","PAWTUCKET","Certificate degree","Predominantly certificate-degree granting",,,,2005,203
"New England Tractor Trailer Training School of Rhode Island","PAWTUCKET","Certificate degree","Predominantly certificate-degree granting",,,,2010,503
"New England Tractor Trailer Training School of Rhode Island","PAWTUCKET","Certificate degree","Predominantly certificate-degree granting",,,,2006,590
"NEW HAMPSHIRE CAREER INSTITUTE","Concord","Certificate degree","Predominantly certificate-degree granting",,,,2007,72
"NEW HAMPSHIRE CAREER INSTITUTE","Concord","Certificate degree","Predominantly certificate-degree granting",,,,2006,53
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Hudson","Certificate degree","Predominantly certificate-degree granting",,,,2012,36
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Hudson","Certificate degree","Predominantly certificate-degree granting",,,,2009,47
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Hudson","Certificate degree","Predominantly certificate-degree granting",,,,2010,44
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Hudson","Certificate degree","Predominantly certificate-degree granting",,,,2007,64
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Hudson","Certificate degree","Predominantly certificate-degree granting",,,,2006,77
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Hudson","Certificate degree","Predominantly certificate-degree granting",,,,2008,40
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Hudson","Certificate degree","Predominantly certificate-degree granting",,,,2005,16
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Hudson","Certificate degree","Predominantly certificate-degree granting",,,,2011,55
"New Horizons Regional Education Center School of Practical Nursing","HAMPTON","Certificate degree","Predominantly certificate-degree granting",,,,2006,148
"New Life Business Institute","Jamaica","Certificate degree","Predominantly certificate-degree granting",,,,2012,94
"New Life Business Institute","Jamaica","Certificate degree","Predominantly certificate-degree granting",,,,2013,139
"New Life Business Institute","Jamaica","Certificate degree","Predominantly certificate-degree granting",,,,2011,88
"New Professions Technical Institute","Miami","Certificate degree","Predominantly certificate-degree granting",,,,2005,273
"New Professions Technical Institute","Miami","Certificate degree","Predominantly certificate-degree granting",,,,2006,427
"New School of Radio and Television","Albany","Certificate degree","Predominantly certificate-degree granting",,,,2012,87
"New School of Radio and Television","Albany","Certificate degree","Predominantly certificate-degree granting",,,,2013,108
"NEW WAVE HAIR ACADEMY","Memphis","Certificate degree","Predominantly certificate-degree granting",,,,2008,111
"NEW WAVE HAIR ACADEMY","Memphis","Certificate degree","Predominantly certificate-degree granting",,,,2007,102
"NEW WAVE HAIR ACADEMY","Memphis","Certificate degree","Predominantly certificate-degree granting",,,,2006,126
"New York Automotive and Diesel Institute","Jamaica","Certificate degree","Predominantly certificate-degree granting",,,,2006,756
